@relation berlin

@attribute x numeric
@attribute y numeric

@data
13.391111373901367,52.52055740356445
13.414262771606445,52.52159881591797
13.39488697052002,52.492855072021484
13.390097618103027,52.517356872558594
13.398941993713379,52.53157424926758
13.376325607299805,52.520633697509766
13.34564208984375,52.52959060668945
13.278919219970703,52.50379943847656
13.37613296508789,52.509239196777344
13.44289779663086,52.50387191772461
13.398201942443848,52.48271179199219
13.375349998474121,52.5185546875
13.351221084594727,52.50851058959961
13.436964988708496,52.464576721191406
13.358570098876953,52.551578521728516
13.378043174743652,52.516334533691406
13.387354850769043,52.52326965332031
13.40655517578125,52.52118682861328
13.397355079650879,52.51763153076172
13.384822845458984,52.54734420776367
13.413619041442871,52.534366607666016
13.350024223327637,52.51456069946289
13.491243362426758,52.459556579589844
13.437952041625977,52.48301315307617
13.405679702758789,52.51166534423828
13.649944305419922,52.37568283081055
13.258953094482422,52.414493560791016
13.343496322631836,52.53593826293945
13.40430736541748,52.489810943603516
13.389806747436523,52.53512954711914
13.412734031677246,52.52213668823242
13.377399444580078,52.51406478881836
13.260196685791016,52.43393325805664
13.458250999450684,52.519874572753906
13.362120628356934,52.52290344238281
13.322327613830566,52.50221633911133
13.32518196105957,52.50218963623047
13.399542808532715,52.51125717163086
13.36807632446289,52.55886459350586
13.363323211669922,52.50647735595703
13.45702838897705,52.52837371826172
13.331833839416504,52.50590515136719
13.365983009338379,52.53647994995117
13.404692649841309,52.517093658447266
13.401398658752441,52.51911544799805
13.315644264221191,52.56412887573242
13.375060081481934,52.50965118408203
13.315428733825684,52.54963684082031
13.406318664550781,52.52037048339844
13.443679809570312,52.524410247802734
13.409257888793945,52.5228385925293
13.350769996643066,52.48992156982422
13.600091934204102,52.34608459472656
13.600090980529785,52.34608459472656
13.592984199523926,52.352439880371094
13.360027313232422,52.51466751098633
13.600076675415039,52.346092224121094
13.422931671142578,52.52056121826172
13.367613792419434,52.48445129394531
13.40965461730957,52.53862380981445
13.376529693603516,52.50958251953125
13.41739559173584,52.51549530029297
13.460247039794922,52.5135383605957
13.361047744750977,52.545249938964844
13.380489349365234,52.52003479003906
13.34873104095459,52.514217376708984
13.415335655212402,52.51945877075195
13.411946296691895,52.52238464355469
13.414756774902344,52.52511215209961
13.376541137695312,52.516845703125
13.397525787353516,52.51586151123047
13.36920166015625,52.525909423828125
13.36920166015625,52.525909423828125
13.37608528137207,52.51856231689453
13.39318561553955,52.515159606933594
13.38912582397461,52.513240814208984
13.376235008239746,52.50920867919922
13.376498222351074,52.50939178466797
13.392644882202148,52.52527618408203
13.388384819030762,52.51622009277344
13.363591194152832,52.50624465942383
13.385124206542969,52.54747772216797
13.366982460021973,52.517799377441406
13.37339973449707,52.509849548339844
13.396368026733398,52.52107620239258
13.379715919494629,52.52175521850586
13.376761436462402,52.50947570800781
13.38162612915039,52.513450622558594
13.117610931396484,52.55235290527344
13.372570991516113,52.509979248046875
13.388320922851562,52.520164489746094
13.37671184539795,52.519405364990234
13.401581764221191,52.5179557800293
13.413204193115234,52.52154541015625
13.412418365478516,52.52193832397461
13.372763633728027,52.5283088684082
13.372763633728027,52.5283088684082
13.495909690856934,52.745540618896484
13.178614616394043,52.55819320678711
13.656349182128906,52.540748596191406
13.092430114746094,52.40791702270508
13.34946060180664,52.48257064819336
13.397053718566895,52.519248962402344
13.062399864196777,52.40425109863281
13.330127716064453,52.50492858886719
13.042540550231934,52.401554107666016
13.096002578735352,52.42460250854492
13.28071117401123,52.50551223754883
13.048624038696289,52.41886520385742
13.075447082519531,52.40312576293945
13.089137077331543,52.413333892822266
13.44310188293457,52.50417709350586
13.452683448791504,52.50729751586914
13.426301002502441,52.5056037902832
13.355255126953125,52.51371383666992
13.439539909362793,52.50579833984375
13.408384323120117,52.523773193359375
13.390950202941895,52.515419006347656
13.331650733947754,52.507171630859375
13.457340240478516,52.5178337097168
13.443381309509277,52.499454498291016
13.03579330444336,52.40219497680664
13.039654731750488,52.40424728393555
13.374545097351074,52.51979064941406
13.460451126098633,52.5096435546875
13.40864086151123,52.52123260498047
13.395252227783203,52.501487731933594
13.420228004455566,52.495399475097656
13.391045570373535,52.53622055053711
13.38709831237793,52.49338912963867
13.382247924804688,52.501827239990234
13.369115829467773,52.52688217163086
13.369115829467773,52.52688217163086
13.242386817932129,52.76317596435547
13.324612617492676,52.480323791503906
13.422974586486816,52.487144470214844
13.422974586486816,52.487144470214844
13.36868667602539,52.525779724121094
13.369115829467773,52.52688217163086
13.579766273498535,52.53912353515625
13.578971862792969,52.538963317871094
13.421858787536621,52.43788146972656
13.421944618225098,52.43958282470703
13.399887084960938,52.51914596557617
13.574530601501465,52.445613861083984
13.375940322875977,52.51856231689453
13.325599670410156,52.49822235107422
13.62259578704834,52.41836929321289
13.368365287780762,52.50593185424805
13.402462005615234,52.523067474365234
13.411569595336914,52.51799011230469
13.465106964111328,52.487327575683594
13.459131240844727,52.49696350097656
13.378728866577148,52.51687240600586
13.444137573242188,52.52397537231445
13.286762237548828,52.42116165161133
13.395916938781738,52.501548767089844
13.37769889831543,52.516143798828125
13.375039100646973,52.50952911376953
13.376078605651855,52.509395599365234
13.407535552978516,52.52448654174805
13.337037086486816,52.51183319091797
13.320599555969238,52.455955505371094
13.342573165893555,52.501800537109375
13.401346206665039,52.51909255981445
13.368843078613281,52.52353286743164
13.391592979431152,52.549530029296875
13.035675048828125,52.404075622558594
13.406752586364746,52.51862335205078
13.68920612335205,52.430904388427734
13.325041770935059,52.502403259277344
13.325041770935059,52.502403259277344
13.36937427520752,52.50880813598633
13.378944396972656,52.516300201416016
